-1.889726132885643173e+00 -1.889726132885643173e+00 -1.889726132885643173e+00 -1.322521875900000055e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 -1.469786992244389134e+00 -1.322910316999999907e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 -1.049847851603135096e+00 -1.323273457900000096e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 -6.299087109618811686e-01 -1.323586238199999912e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 -2.099695703206271025e-01 -1.323799410400000056e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 2.099695703206271025e-01 -1.323827290399999868e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 6.299087109618809466e-01 -1.323528151600000058e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 1.049847851603134652e+00 -1.322672041099999944e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 1.469786992244388912e+00 -1.320887184700000034e+02
-1.889726132885643173e+00 -1.889726132885643173e+00 1.889726132885643173e+00 -1.317570771299999990e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 -1.889726132885643173e+00 -1.323116235399999994e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 -1.469786992244389134e+00 -1.323502311000000020e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 -1.049847851603135096e+00 -1.323864800800000125e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 -6.299087109618811686e-01 -1.324178550499999858e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 -2.099695703206271025e-01 -1.324394678099999965e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 2.099695703206271025e-01 -1.324428408199999865e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 6.299087109618809466e-01 -1.324139640100000008e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 1.049847851603134652e+00 -1.323301126000000068e+02
-1.889726132885643173e+00 -1.469786992244389134e+00 1.469786992244388912e+00 -1.321545414400000027e+02
